Step,AgentID,Electricity Usage,Gas Usage,House Type,Num People,Energy Saving,Season
1,65,4700.808559246593,23499.34243742081,4+ bedroom,4,No,winter
1,66,1864.5541227609456,11704.020952532062,Flat/1-bedroom,1,No,winter
1,67,2979.100783431034,18951.394804323554,Medium 2-3 bedroom,3,No,winter
1,68,2124.008477022236,9394.049235254102,Flat/1-bedroom,1,Yes,winter
1,69,3682.885561739089,14199.522888206197,Medium 2-3 bedroom,2,No,winter
1,70,5403.2016806358315,24773.853285783796,4+ bedroom,4,No,winter
1,71,3746.6996043461872,21569.50205004591,4+ bedroom,4,No,winter
1,72,4336.718937271026,27095.96570631669,4+ bedroom,5,No,winter
1,73,5612.178540670324,17251.417255161643,4+ bedroom,4,No,winter
1,74,3896.796094547962,15969.656715747135,Medium 2-3 bedroom,3,No,winter
1,75,3773.3292552745183,14313.17450714784,Medium 2-3 bedroom,2,No,winter
1,76,2956.8373096400974,17547.055621483116,Medium 2-3 bedroom,2,Yes,winter
1,77,5617.295330271832,24254.657147577876,4+ bedroom,5,No,winter
1,78,3605.488063136951,9720.243659833512,Medium 2-3 bedroom,2,No,winter
1,79,3396.0832566508266,16390.76647968128,Medium 2-3 bedroom,3,Yes,winter
1,80,4776.614582568439,28387.192431304975,4+ bedroom,5,No,winter
1,81,2257.0036804476194,6048.115630451315,Flat/1-bedroom,1,Yes,winter
1,82,3166.057261165646,13545.189837461632,Medium 2-3 bedroom,2,Yes,winter
1,83,2219.5183741483547,13975.92672029147,Medium 2-3 bedroom,2,No,winter
1,84,3440.178358363387,12951.04574003512,Medium 2-3 bedroom,2,No,winter
1,85,3305.09833515931,17578.819201297832,Medium 2-3 bedroom,2,No,winter
1,86,3981.7777288307498,10896.415564548995,Medium 2-3 bedroom,3,No,winter
1,87,2693.9902930557337,14105.401011795846,Medium 2-3 bedroom,3,Yes,winter
1,88,2995.5258981355028,7237.28610708236,Flat/1-bedroom,1,No,winter
1,89,5176.968614662184,20599.85551311658,4+ bedroom,4,No,winter
1,90,2822.2432404696724,16267.189395298223,Medium 2-3 bedroom,2,Yes,winter
1,91,2174.1864890276747,9636.020487614469,Flat/1-bedroom,1,Yes,winter
1,92,6037.425354800019,24171.228645334755,4+ bedroom,4,No,winter
1,93,3387.8304617267177,13289.027760211548,Medium 2-3 bedroom,3,No,winter
1,94,3118.113920387214,22768.4653316461,4+ bedroom,4,No,winter
1,95,4228.490532659403,13279.819341851471,Medium 2-3 bedroom,2,No,winter
1,96,3515.2452888118432,12743.163477618298,Medium 2-3 bedroom,3,No,winter
1,97,5181.254324923013,20819.99612624277,4+ bedroom,5,No,winter
1,98,4953.297192913176,14661.745395773256,Medium 2-3 bedroom,3,No,winter
1,99,2275.447376398062,12749.325906630962,Flat/1-bedroom,1,Yes,winter
2,0,3795.8144467522125,13359.425438401988,Medium 2-3 bedroom,3,Yes,winter
2,1,2024.1972601069394,7693.6133831298575,Flat/1-bedroom,1,No,winter
2,2,2465.3439901030656,8627.012262687618,Flat/1-bedroom,1,No,winter
2,3,2764.655148374916,7898.081147297532,Flat/1-bedroom,1,No,winter
2,4,1764.5711260779738,7671.730969970304,Flat/1-bedroom,1,Yes,winter
2,5,2372.6778026451293,7113.396254350913,Flat/1-bedroom,1,Yes,winter
2,6,2080.507227875444,9429.038373730016,Flat/1-bedroom,1,No,winter
2,7,5110.219383426008,13742.480806685888,4+ bedroom,4,Yes,winter
2,8,6777.213212971941,24987.75753872385,4+ bedroom,5,No,winter
2,9,5579.849777516495,22754.196070749178,4+ bedroom,6,No,winter
2,10,3941.6486169573227,15290.664243283989,Medium 2-3 bedroom,2,No,winter
2,11,4195.100029173054,17942.36514384974,Medium 2-3 bedroom,2,No,winter
2,12,3866.4204304068517,14897.956926951196,Medium 2-3 bedroom,2,No,winter
2,13,3997.120737531589,17478.549615876836,Medium 2-3 bedroom,3,No,winter
2,14,3890.1204039331064,19388.636482117658,4+ bedroom,4,Yes,winter
2,15,2662.992773139478,15860.60049268379,Medium 2-3 bedroom,3,Yes,winter
2,16,3360.5641282424485,13510.846481589224,Medium 2-3 bedroom,2,No,winter
2,17,6301.139642823872,24631.567531310837,4+ bedroom,6,No,winter
2,18,3908.9883389701554,12716.755075551953,Medium 2-3 bedroom,2,No,winter
2,19,3088.2880767283664,13357.053859425232,Medium 2-3 bedroom,3,Yes,winter
2,20,3932.981902882407,17823.746519214572,Medium 2-3 bedroom,2,Yes,winter
2,21,2518.851209093506,8238.928159944166,Flat/1-bedroom,1,No,winter
2,22,4147.567400099177,17378.568346590895,Medium 2-3 bedroom,2,No,winter
2,23,2955.294202826594,17401.381923707697,Medium 2-3 bedroom,3,No,winter
2,24,5089.027935683895,21087.551046540553,4+ bedroom,4,No,winter
2,25,2433.0107593285597,14487.963313966422,Medium 2-3 bedroom,2,Yes,winter
2,26,3668.069991618008,16627.725788816897,Medium 2-3 bedroom,3,No,winter
2,27,4330.471169144497,19421.090353152627,Medium 2-3 bedroom,3,No,winter
2,28,6155.200900018211,18441.31532463997,4+ bedroom,4,No,winter
2,29,2995.676660308285,15034.175407211493,Medium 2-3 bedroom,3,No,winter
2,30,4627.293749015785,17423.907691655808,Medium 2-3 bedroom,3,No,winter
2,31,4603.272784387318,16390.147981765513,Medium 2-3 bedroom,2,No,winter
2,32,4397.375534255026,17599.637577817935,4+ bedroom,4,Yes,winter
2,33,4077.6157764007903,16012.388827226723,Medium 2-3 bedroom,2,No,winter
2,34,3330.2817728131363,14228.235998463308,Medium 2-3 bedroom,3,No,winter
2,35,3981.776538246222,19528.374890094998,Medium 2-3 bedroom,2,No,winter
2,36,3435.303458626588,13678.697488893422,Medium 2-3 bedroom,2,No,winter
2,37,2491.8545500706914,16332.925453596052,Medium 2-3 bedroom,2,No,winter
2,38,3659.4997630376542,18625.294417114754,Medium 2-3 bedroom,3,No,winter
2,39,4717.229677992109,23218.584282833104,4+ bedroom,4,No,winter
2,40,3227.337323062759,15226.811441873448,Medium 2-3 bedroom,2,No,winter
2,41,1996.3970518813526,9834.717865843255,Flat/1-bedroom,1,No,winter
2,42,4848.064410627629,21722.100396377755,4+ bedroom,4,No,winter
2,43,3190.0817275515014,12203.78308597552,Medium 2-3 bedroom,2,No,winter
2,44,3346.827739276211,12462.32313989442,Medium 2-3 bedroom,2,Yes,winter
2,45,2223.842879235624,9056.51027521316,Flat/1-bedroom,1,No,winter
2,46,4234.9977521871915,21282.766718877017,4+ bedroom,4,Yes,winter
2,47,3037.706630696964,14426.13587566994,Medium 2-3 bedroom,2,Yes,winter
2,48,2554.2893636546632,13035.319078951941,Flat/1-bedroom,1,No,winter
2,49,2349.1848478548445,11962.948999942695,Flat/1-bedroom,1,No,winter
2,50,5221.685782848068,21920.19978460809,4+ bedroom,4,No,winter
2,51,3257.8852777226384,19966.07897641155,Medium 2-3 bedroom,2,No,winter
2,52,4704.182704955399,18738.182072198302,4+ bedroom,4,Yes,winter
2,53,4002.5036994244983,15735.628657703222,Medium 2-3 bedroom,2,No,winter
2,54,3353.588092492293,17502.17722964265,Medium 2-3 bedroom,2,No,winter
2,55,3847.3370157788095,13858.054900265613,Medium 2-3 bedroom,3,No,winter
2,56,4764.13857155142,20929.484996144613,4+ bedroom,5,Yes,winter
2,57,2571.5430373600466,9303.760083317371,Flat/1-bedroom,1,No,winter
2,58,2748.218461774589,7620.897789133099,Flat/1-bedroom,1,No,winter
2,59,3349.1637227338047,11763.211169173073,Medium 2-3 bedroom,3,No,winter
2,60,4213.407396454877,11559.89149950896,Medium 2-3 bedroom,2,No,winter
2,61,3276.7033537405673,14839.791037367084,Medium 2-3 bedroom,2,No,winter
2,62,5175.880390878083,23512.850239562624,4+ bedroom,4,No,winter
2,63,3819.138894668948,25300.98844443762,4+ bedroom,4,No,winter
2,64,3432.7081022524408,16055.504137155223,Medium 2-3 bedroom,3,No,winter
2,65,6315.528037727614,14064.411240708605,4+ bedroom,4,No,winter
2,66,2316.229513168328,11294.14160615812,Flat/1-bedroom,1,No,winter
2,67,4710.987762965821,16186.950153242358,Medium 2-3 bedroom,3,No,winter
2,68,2049.435049822913,9872.025131180808,Flat/1-bedroom,1,Yes,winter
2,69,3884.0619750356614,13680.517183165155,Medium 2-3 bedroom,2,No,winter
2,70,5220.565426592469,17849.822243524006,4+ bedroom,4,No,winter
2,71,6667.362817271663,25864.542825352815,4+ bedroom,4,No,winter
2,72,4093.9104563309934,18780.74066486683,4+ bedroom,5,No,winter
2,73,4671.6000039560295,19824.863393452448,4+ bedroom,4,No,winter
2,74,2920.281253171787,16612.375998439813,Medium 2-3 bedroom,3,No,winter
2,75,4742.631310319288,15900.395840493044,Medium 2-3 bedroom,2,No,winter
2,76,2708.8688003607776,17427.71722151399,Medium 2-3 bedroom,2,Yes,winter
2,77,5420.250549430925,24816.584932432277,4+ bedroom,5,No,winter
2,78,2668.127481541354,13830.423324904543,Medium 2-3 bedroom,2,No,winter
2,79,3333.003090221317,14213.89424119445,Medium 2-3 bedroom,3,Yes,winter
2,80,6633.806886050316,17401.05422916757,4+ bedroom,5,No,winter
2,81,2377.5712831032456,8394.935351316846,Flat/1-bedroom,1,Yes,winter
2,82,2429.1205399813903,14076.765257447176,Medium 2-3 bedroom,2,Yes,winter
2,83,3577.7487150413162,12581.35169387306,Medium 2-3 bedroom,2,No,winter
2,84,3630.9895364962968,13402.558451072064,Medium 2-3 bedroom,2,No,winter
2,85,4425.970373025364,18229.406970545515,Medium 2-3 bedroom,2,No,winter
2,86,3862.027159166073,18211.29307757801,Medium 2-3 bedroom,3,No,winter
2,87,3559.085833509885,14896.780033637675,Medium 2-3 bedroom,3,Yes,winter
2,88,2064.249775760898,10936.14681186683,Flat/1-bedroom,1,No,winter
2,89,5947.269966968114,19378.82773120397,4+ bedroom,4,No,winter
2,90,3049.7395078265035,15760.234107610568,Medium 2-3 bedroom,2,Yes,winter
2,91,2581.5373964827954,8731.773563739785,Flat/1-bedroom,1,Yes,winter
2,92,4364.765977843018,31943.450052732358,4+ bedroom,4,No,winter
2,93,3695.881775374545,12829.293035226392,Medium 2-3 bedroom,3,No,winter
2,94,6804.744544589549,22090.519190299732,4+ bedroom,4,No,winter
2,95,2896.462252755168,13901.704761251334,Medium 2-3 bedroom,2,No,winter
2,96,3456.1138122498,16905.222434336592,Medium 2-3 bedroom,3,No,winter
2,97,6016.347436703628,22443.725738685116,4+ bedroom,5,No,winter
2,98,3991.1554141917068,16814.55044260549,Medium 2-3 bedroom,3,No,winter
2,99,2719.790546380232,9340.065991422509,Flat/1-bedroom,1,Yes,winter
3,0,2915.7040155409563,15352.595977382212,Medium 2-3 bedroom,3,Yes,winter
3,1,2486.950259744358,9488.606845090228,Flat/1-bedroom,1,No,winter
3,2,2370.5431844096033,8183.0494794892475,Flat/1-bedroom,1,No,winter
3,3,2851.8497584512284,9935.938616585829,Flat/1-bedroom,1,No,winter
3,4,1836.1311654445806,12136.259947044739,Flat/1-bedroom,1,Yes,winter
3,5,2118.2813594404756,10176.196218908379,Flat/1-bedroom,1,Yes,winter
3,6,2607.120518900552,12357.98494582853,Flat/1-bedroom,1,No,winter
3,7,4895.488008826171,16142.422720597047,4+ bedroom,4,Yes,winter
3,8,6677.64438711543,22804.95475972164,4+ bedroom,5,No,winter
3,9,5680.229852619298,19734.96123388165,4+ bedroom,6,No,winter
3,10,4543.429733579662,17045.12832141679,Medium 2-3 bedroom,2,No,winter
3,11,4159.632905448692,13206.262550612393,Medium 2-3 bedroom,2,No,winter
3,12,4908.633120361223,17148.102884781605,Medium 2-3 bedroom,2,No,winter
3,13,3806.7588963578614,17354.273762560697,Medium 2-3 bedroom,3,No,winter
3,14,4629.660054040575,18079.81818668497,4+ bedroom,4,Yes,winter
3,15,2453.040278806416,15440.637059009436,Medium 2-3 bedroom,3,Yes,winter
3,16,3773.6619387874443,18816.30971575618,Medium 2-3 bedroom,2,No,winter
3,17,5653.163139012708,29058.338726792845,4+ bedroom,6,No,winter
3,18,3474.6735779373794,14342.525642169574,Medium 2-3 bedroom,2,No,winter
3,19,3423.0028296137393,14968.28312788841,Medium 2-3 bedroom,3,Yes,winter
3,20,3155.5929490882863,11836.447732995248,Medium 2-3 bedroom,2,Yes,winter
3,21,2189.491370304115,12772.987915608579,Flat/1-bedroom,1,No,winter
3,22,3488.8885843324383,16554.689162908584,Medium 2-3 bedroom,2,No,winter
3,23,3768.9561137876967,16047.224296367307,Medium 2-3 bedroom,3,No,winter
3,24,5825.771630949038,19776.036048351303,4+ bedroom,4,No,winter
3,25,3710.803117642236,15735.975182738253,Medium 2-3 bedroom,2,Yes,winter
3,26,4046.1950846252807,17001.316104620306,Medium 2-3 bedroom,3,No,winter
3,27,3084.835968636314,20122.08027290301,Medium 2-3 bedroom,3,No,winter
3,28,6943.157797629146,23261.86192462603,4+ bedroom,4,No,winter
3,29,3550.5019456349673,16383.698992295269,Medium 2-3 bedroom,3,No,winter
3,30,3367.588181148239,17672.32524689147,Medium 2-3 bedroom,3,No,winter
3,31,3155.6739679418965,16215.71299498676,Medium 2-3 bedroom,2,No,winter
3,32,3371.8467187831343,19479.393769166083,4+ bedroom,4,Yes,winter
3,33,3147.7570068995196,17723.50217014843,Medium 2-3 bedroom,2,No,winter
3,34,3175.1956360544646,16813.746448127677,Medium 2-3 bedroom,3,No,winter
3,35,3485.309179197225,17058.09830375328,Medium 2-3 bedroom,2,No,winter
3,36,4137.152762848274,17144.26559618739,Medium 2-3 bedroom,2,No,winter
3,37,4650.951285691413,17378.155639056255,Medium 2-3 bedroom,2,No,winter
3,38,4461.01383326477,19618.01371743854,Medium 2-3 bedroom,3,No,winter
3,39,5443.021768593889,20362.800117544644,4+ bedroom,4,No,winter
3,40,3862.4280460563964,14977.829024517609,Medium 2-3 bedroom,2,No,winter
3,41,2174.954323907005,7565.438413651741,Flat/1-bedroom,1,No,winter
3,42,5632.569133511489,19390.042767441297,4+ bedroom,4,No,winter
3,43,3591.807390534256,18562.399067862694,Medium 2-3 bedroom,2,No,winter
3,44,3439.4221989370653,13263.824160174841,Medium 2-3 bedroom,2,Yes,winter
3,45,3206.07114943962,11782.502686020827,Flat/1-bedroom,1,No,winter
3,46,4004.4087448915193,25605.384101317708,4+ bedroom,4,Yes,winter
3,47,3396.2914577641404,13411.099411705665,Medium 2-3 bedroom,2,Yes,winter
3,48,2571.6480618842693,9180.06725378383,Flat/1-bedroom,1,No,winter
3,49,2396.503390920447,11544.103278970455,Flat/1-bedroom,1,No,winter
3,50,5568.850299554943,26145.938992198015,4+ bedroom,4,No,winter
3,51,4449.577862648306,15306.516516249647,Medium 2-3 bedroom,2,No,winter
3,52,4715.592731947879,22511.606039162358,4+ bedroom,4,Yes,winter
3,53,4262.666338014584,14752.616683858136,Medium 2-3 bedroom,2,No,winter
3,54,3965.2502854983195,14709.143207634523,Medium 2-3 bedroom,2,No,winter
3,55,3622.8400060076356,22145.45768519853,Medium 2-3 bedroom,3,No,winter
3,56,4778.559734404489,19111.24346453025,4+ bedroom,5,Yes,winter
3,57,2628.600834622103,9352.028780522885,Flat/1-bedroom,1,No,winter
3,58,1900.7663905205925,9960.622537246953,Flat/1-bedroom,1,No,winter
3,59,2748.0338447894223,15655.211644536834,Medium 2-3 bedroom,3,No,winter
3,60,5035.096981888206,17573.792500895488,Medium 2-3 bedroom,2,No,winter
3,61,3528.078869034991,15361.175142435008,Medium 2-3 bedroom,2,No,winter
3,62,5729.419004993279,23799.63781669855,4+ bedroom,4,No,winter
3,63,5850.070296555367,21636.683469574833,4+ bedroom,4,No,winter
3,64,2867.524845894316,18521.594173504393,Medium 2-3 bedroom,3,No,winter
3,65,6209.818387645057,32479.81768937834,4+ bedroom,4,No,winter
3,66,1985.5461776267603,11493.106810866053,Flat/1-bedroom,1,No,winter
3,67,3115.7029542446116,17083.0160369853,Medium 2-3 bedroom,3,No,winter
3,68,2363.094750904207,10558.812052227084,Flat/1-bedroom,1,Yes,winter
3,69,3197.774149574515,16769.850555897097,Medium 2-3 bedroom,2,No,winter
3,70,6634.912260521247,28408.498399083128,4+ bedroom,4,No,winter
3,71,4688.538641243879,19376.718111625596,4+ bedroom,4,No,winter
3,72,4641.368139758139,24235.56925475471,4+ bedroom,5,No,winter
3,73,5466.557469570814,24216.906881879615,4+ bedroom,4,No,winter
3,74,3829.9426982476884,14962.916661626745,Medium 2-3 bedroom,3,No,winter
3,75,3324.2061237340586,16628.145163436067,Medium 2-3 bedroom,2,No,winter
3,76,2738.4872432628367,15036.941007032996,Medium 2-3 bedroom,2,Yes,winter
3,77,5523.629057258242,21607.113805463527,4+ bedroom,5,No,winter
3,78,3440.528564065842,15418.030428980373,Medium 2-3 bedroom,2,No,winter
3,79,3629.4333318870463,9757.207940711129,Medium 2-3 bedroom,3,Yes,winter
3,80,5060.863797417642,22281.03813228561,4+ bedroom,5,No,winter
3,81,1843.3583056770215,9048.08454042989,Flat/1-bedroom,1,Yes,winter
3,82,1962.9443649741906,13728.143657796792,Medium 2-3 bedroom,2,Yes,winter
3,83,3815.1240753100096,17096.3219073591,Medium 2-3 bedroom,2,No,winter
3,84,4371.528281797851,15554.578359213849,Medium 2-3 bedroom,2,No,winter
3,85,3973.4959486284265,12401.998099262384,Medium 2-3 bedroom,2,No,winter
3,86,4155.768158163581,17334.55909129523,Medium 2-3 bedroom,3,No,winter
3,87,3230.2150138044963,14454.413983287153,Medium 2-3 bedroom,3,Yes,winter
3,88,3082.154353925899,11165.134994747534,Flat/1-bedroom,1,No,winter
3,89,4981.974995647139,19651.15480073335,4+ bedroom,4,No,winter
3,90,1908.954676681022,13495.775583408506,Medium 2-3 bedroom,2,Yes,winter
3,91,1982.416464331244,7135.872163020426,Flat/1-bedroom,1,Yes,winter
3,92,5536.243151566704,27573.185542731248,4+ bedroom,4,No,winter
3,93,3612.6953691390604,11381.926494377403,Medium 2-3 bedroom,3,No,winter
3,94,5429.372258255059,23480.3814596164,4+ bedroom,4,No,winter
3,95,3664.831844517615,9760.87280725298,Medium 2-3 bedroom,2,No,winter
3,96,3555.5976845512455,16058.612457668141,Medium 2-3 bedroom,3,No,winter
3,97,6140.547770025128,25919.367376696704,4+ bedroom,5,No,winter
3,98,4287.413020563162,12926.417159242874,Medium 2-3 bedroom,3,No,winter
3,99,1491.835292352234,9135.54588438074,Flat/1-bedroom,1,Yes,winter
4,0,3637.6492624391503,13478.598892495393,Medium 2-3 bedroom,3,Yes,winter
4,1,2821.1889268886152,7773.345999888385,Flat/1-bedroom,1,No,winter
4,2,2559.3490629495614,12542.717702880822,Flat/1-bedroom,1,No,winter
4,3,1924.2938684814999,12128.624631288098,Flat/1-bedroom,1,No,winter
4,4,2536.675447294912,9292.009258379669,Flat/1-bedroom,1,Yes,winter
4,5,1689.8321141065223,8966.532536605351,Flat/1-bedroom,1,Yes,winter
4,6,2680.2727028850936,12451.376160102029,Flat/1-bedroom,1,No,winter
4,7,4956.941718794428,20436.100689041556,4+ bedroom,4,Yes,winter
4,8,5134.402819542754,19449.136051768084,4+ bedroom,5,No,winter
4,9,4842.241332934237,22166.078024852846,4+ bedroom,6,No,winter
4,10,3930.8890225685736,14794.204990082912,Medium 2-3 bedroom,2,No,winter
4,11,3971.4280183301908,16885.475506074847,Medium 2-3 bedroom,2,No,winter
4,12,3505.3286442320623,15450.474156478997,Medium 2-3 bedroom,2,No,winter
4,13,3695.941725342354,16197.490277032306,Medium 2-3 bedroom,3,No,winter
4,14,5763.762830625532,25514.2752189158,4+ bedroom,4,Yes,winter
4,15,3955.481075966896,13398.118927263184,Medium 2-3 bedroom,3,Yes,winter
4,16,3336.294791777012,16720.377878910254,Medium 2-3 bedroom,2,No,winter
4,17,6609.416899114652,23389.342107309985,4+ bedroom,6,No,winter
4,18,3831.897230740233,17036.121133493245,Medium 2-3 bedroom,2,No,winter
4,19,1789.4346651221013,15695.763797028114,Medium 2-3 bedroom,3,Yes,winter
4,20,3097.1640318014647,14006.7299587773,Medium 2-3 bedroom,2,Yes,winter
4,21,2307.4871592253044,11290.543371505295,Flat/1-bedroom,1,No,winter
4,22,3797.8880947415464,17627.713996736213,Medium 2-3 bedroom,2,No,winter
4,23,3133.59411951328,16518.751350257586,Medium 2-3 bedroom,3,No,winter
4,24,4949.504354447089,24329.047053419505,4+ bedroom,4,No,winter
4,25,2920.4748698762833,13740.714710142476,Medium 2-3 bedroom,2,Yes,winter
4,26,3666.597580806142,13859.030407071268,Medium 2-3 bedroom,3,No,winter
4,27,3835.12272730704,17663.34492855426,Medium 2-3 bedroom,3,No,winter
4,28,3714.8669376182556,25280.44499092779,4+ bedroom,4,No,winter
4,29,3796.5510727842557,17796.28573930506,Medium 2-3 bedroom,3,No,winter
4,30,3495.2204030754706,14516.026395342271,Medium 2-3 bedroom,3,No,winter
4,31,3244.607988458391,16558.452354215537,Medium 2-3 bedroom,2,No,winter
4,32,4721.704666509015,19197.74576985959,4+ bedroom,4,Yes,winter
4,33,4061.655716798703,17978.216617986684,Medium 2-3 bedroom,2,No,winter
4,34,2580.3756762441744,17605.53022109332,Medium 2-3 bedroom,3,No,winter
4,35,2975.470982803545,13259.305868167861,Medium 2-3 bedroom,2,No,winter
4,36,3961.9262660474187,8187.204887354718,Medium 2-3 bedroom,2,No,winter
4,37,2904.193007724026,16160.14063092354,Medium 2-3 bedroom,2,No,winter
4,38,3729.473436571147,15809.507875524376,Medium 2-3 bedroom,3,No,winter
4,39,4172.293853576007,24032.147043625704,4+ bedroom,4,No,winter
4,40,3643.6407288888413,17022.006716930253,Medium 2-3 bedroom,2,No,winter
4,41,2217.4232338616716,12436.22962448481,Flat/1-bedroom,1,No,winter
4,42,4765.722304163785,26407.994971691132,4+ bedroom,4,No,winter
4,43,4184.65318319861,13802.881020351826,Medium 2-3 bedroom,2,No,winter
4,44,3292.5800500762116,10748.548376714936,Medium 2-3 bedroom,2,Yes,winter
4,45,2216.9075548637234,10510.237035940454,Flat/1-bedroom,1,No,winter
4,46,5019.998627370985,17003.982789436915,4+ bedroom,4,Yes,winter
4,47,3548.5970202159133,18450.585338524306,Medium 2-3 bedroom,2,Yes,winter
4,48,2642.4141431310604,11211.468149524793,Flat/1-bedroom,1,No,winter
4,49,2872.959806027307,11991.851303657835,Flat/1-bedroom,1,No,winter
4,50,5884.011645871521,17593.277120006056,4+ bedroom,4,No,winter
4,51,2713.539896568437,17156.73347634388,Medium 2-3 bedroom,2,No,winter
4,52,5908.398928736589,18677.55059752373,4+ bedroom,4,Yes,winter
4,53,3014.847610633559,15992.720949331637,Medium 2-3 bedroom,2,No,winter
4,54,3853.268641406922,16987.58784571819,Medium 2-3 bedroom,2,No,winter
